TPU_ID,YEAR,nearest_mtr_distance,nearest_mtr_station,nearest_mtr_lat,nearest_mtr_lon,mtr_stations_count,has_mtr_station,mtr_proximity_category,within_500m_buffer,within_1000m_buffer,within_2000m_buffer
111,2011,413.7363170040542,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,624.9202951927654,Kennedy Town,22.2812,114.1285,0,False,Close (500-1000m),False,True,True
111,2011,698.8794165792721,Kennedy Town,22.2812,114.1285,0,False,Close (500-1000m),False,True,True
111,2011,1116.3287898210299,Kennedy Town,22.2812,114.1285,0,False,Moderate (1-2km),False,False,True
111,2011,1182.9222081300509,Kennedy Town,22.2812,114.1285,0,False,Moderate (1-2km),False,False,True
111,2011,1223.3673788901801,Kennedy Town,22.2812,114.1285,0,False,Moderate (1-2km),False,False,True
111,2011,1272.6461460481603,Kennedy Town,22.2812,114.1285,0,False,Moderate (1-2km),False,False,True
111,2011,293.05258775101186,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
131,2011,847.1877177386751,Exhibition Centre,22.281613,114.17569,0,False,Close (500-1000m),False,True,True
131,2011,868.9610261421792,Exhibition Centre,22.281613,114.17569,0,False,Close (500-1000m),False,True,True
131,2011,903.1319329236848,Exhibition Centre,22.281613,114.17569,0,False,Close (500-1000m),False,True,True
131,2011,936.6754735474123,Exhibition Centre,22.281613,114.17569,0,False,Close (500-1000m),False,True,True
131,2011,940.6609217143734,Exhibition Centre,22.281613,114.17569,0,False,Close (500-1000m),False,True,True
111,2011,331.0240552386056,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,284.9050668059733,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,277.74864838557465,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,299.23675708940914,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,269.5786839367918,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,228.80425795925328,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,192.8001439647489,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,201.86485576217294,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,247.1683786985765,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,362.61153788455596,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,450.66547988384536,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,434.59835009791993,HKU,22.2841,114.1356,0,False,Very Close (<500m),True,True,True
111,2011,377.1776230580581,HKU,22.2841,114.1356,0,False,Very Close (<500m),True,True,True
111,2011,355.0080753718859,HKU,22.2841,114.1356,0,False,Very Close (<500m),True,True,True
111,2011,271.38211597294077,HKU,22.2841,114.1356,0,False,Very Close (<500m),True,True,True
111,2011,735.7167207691816,Kennedy Town,22.2812,114.1285,0,False,Close (500-1000m),True,True,True
111,2011,524.2299608203375,Kennedy Town,22.2812,114.1285,0,False,Close (500-1000m),True,True,True
111,2011,356.26981956457234,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,205.96769423418613,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,123.14860083549907,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,132.8271520903979,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,209.39396891687298,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,328.76729794079444,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,167.1889383482343,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,149.8673641601357,Kennedy Town,22.2812,114.1285,1,True,Very Close (<500m),True,True,True
111,2011,260.1924772880346,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,328.3904652526861,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,396.0140896962883,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,330.4281216277681,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,354.7304978138383,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
124,2011,288.9182607857007,Admiralty,22.278399,114.16433,0,False,Very Close (<500m),True,True,True
112,2011,332.01330563588715,HKU,22.2841,114.1356,0,False,Very Close (<500m),True,True,True
112,2011,458.5575094440954,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,394.9480393864654,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,324.7683321750299,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,302.27321734076554,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,249.87828172250835,HKU,22.2841,114.1356,0,False,Very Close (<500m),True,True,True
112,2011,361.92177698033566,HKU,22.2841,114.1356,0,False,Very Close (<500m),True,True,True
112,2011,411.6917876140251,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,380.8847055007933,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,327.09191227862397,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,270.39894917140884,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,248.69550797826804,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,201.8336501030265,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,204.17362453380625,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,206.12368989581745,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,217.56627803626807,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
112,2011,185.09568245116,HKU,22.2841,114.1356,0,False,Very Close (<500m),True,True,True
111,2011,1027.1084065586444,Kennedy Town,22.2812,114.1285,0,False,Moderate (1-2km),False,True,True
111,2011,427.3029226099426,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,228.56363869349775,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
123,2011,361.1668465605754,Central,22.281938,114.158077,0,False,Very Close (<500m),True,True,True
124,2011,386.3818745853565,Admiralty,22.278399,114.16433,0,False,Very Close (<500m),True,True,True
111,2011,1654.9854756693398,Kennedy Town,22.2812,114.1285,0,False,Moderate (1-2km),False,False,True
111,2011,1302.784937349345,Kennedy Town,22.2812,114.1285,0,False,Moderate (1-2km),False,False,True
111,2011,369.1935504006619,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,339.57931987874696,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,481.36505800910527,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
111,2011,446.6147315061517,Kennedy Town,22.2812,114.1285,0,False,Very Close (<500m),True,True,True
113,2011,228.87125528814744,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
113,2011,557.9695674953148,Sheung Wan,22.285899,114.153707,0,False,Close (500-1000m),True,True,True
113,2011,406.9999375717658,Sheung Wan,22.285899,114.153707,0,False,Very Close (<500m),True,True,True
113,2011,551.520683304057,Sai Ying Pun,22.2856,114.1427,0,False,Close (500-1000m),True,True,True
113,2011,476.28135834237094,Sheung Wan,22.285899,114.153707,0,False,Very Close (<500m),True,True,True
113,2011,339.7375383871465,Sheung Wan,22.285899,114.153707,0,False,Very Close (<500m),True,True,True
113,2011,538.4940436622305,Sai Ying Pun,22.2856,114.1427,0,False,Close (500-1000m),True,True,True
113,2011,536.6849994240822,Sheung Wan,22.285899,114.153707,0,False,Close (500-1000m),True,True,True
113,2011,536.7669861494995,Sheung Wan,22.285899,114.153707,0,False,Close (500-1000m),True,True,True
113,2011,257.41226453215927,Sai Ying Pun,22.2856,114.1427,0,False,Very Close (<500m),True,True,True
114,2011,207.83551549207013,Sheung Wan,22.285899,114.153707,0,False,Very Close (<500m),True,True,True
114,2011,111.89882578502788,Sheung Wan,22.285899,114.153707,0,False,Very Close (<500m),True,True,True
114,2011,49.39342577475094,Sheung Wan,22.285899,114.153707,0,False,Very Close (<500m),True,True,True
114,2011,92.81378273909102,Sheung Wan,22.285899,114.153707,0,False,Very Close (<500m),True,True,True
114,2011,202.61494588495256,Sheung Wan,22.285899,114.153707,0,False,Very Close (<500m),True,True,True
114,2011,222.10784664431506,Sheung Wan,22.285899,114.153707,0,False,Very Close (<500m),True,True,True
